common name,conservation status,kingdom,phylum,klass,order,family,genus,species,subspecies,official name,wiki filename,old filename,new filename,countries,colours,activities,endemic,wiki
Gull-billed tern,Least Concern,Animalia,Chordata,Aves,Charadriiformes,Sternidae,Gelochelidon,Gelochelidon nilotica,,Gelochelidon nilotica,gelochelidon_nilotica.html,//upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Gull-billed_Tern.jpg/220px-Gull-billed_Tern.jpg,images/gelochelidon_nilotica,cameroon|western sahara,,,false,Gull-billed_Tern
Gyrfalcon,Least Concern,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco rusticolus,,Falco rusticolus,falco_rusticolus.html,//upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Falco_rusticolus_white_cropped.jpg/250px-Falco_rusticolus_white_cropped.jpg,images/falco_rusticolus,,,,false,Gyrfalcon
Oystercatcher,,Animalia,Chordata,Aves,Charadriiformes,Haematopodidae,Haematopus,,,,.html,//upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Haematopus_longirostris_2.jpg/220px-Haematopus_longirostris_2.jpg,images/,,,,true,Haematopodidae
Tree kingfisher,,Animalia,Chordata,Aves,Coraciiformes,Halcyonidae,,,,,.html,//upload.wikimedia.org/wikipedia/commons/thumb/b/b3/WoodlandKingfisher.jpg/200px-WoodlandKingfisher.jpg,images/,,,,false,Halcyonidae
Harlequin duck,Least Concern,Animalia,Chordata,Aves,Anseriformes,Anatidae,Histrionicus,Histrionicus histrionicus,,Histrionicus histrionicus,histrionicus_histrionicus.html,//upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Histrionicus_histrionicus_drake_Barnegat.jpg/250px-Histrionicus_histrionicus_drake_Barnegat.jpg,images/histrionicus_histrionicus,,,,false,Harlequin_Duck
Hawaiian petrel,Vulnerable,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,Pterodroma sandwichensis,,Pterodroma sandwichensis,pterodroma_sandwichensis.html,//upload.wikimedia.org/wikipedia/commons/thumb/3/32/PterodromaSandwichensis.jpg/220px-PterodromaSandwichensis.jpg,images/pterodroma_sandwichensis,japan,,,true,Hawaiian_Petrel
Hawfinch,Least Concern,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Coccothraustes,Coccothraustes coccothraustes,,Coccothraustes coccothraustes,coccothraustes_coccothraustes.html,//upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Coccothraustes_coccothraustes.jpg/220px-Coccothraustes_coccothraustes.jpg,images/coccothraustes_coccothraustes,tunisia|morocco|japan,,,false,Hawfinch
Hazel grouse,Least Concern,Animalia,Chordata,Aves,Galliformes,Phasianidae,Tetrastes,Tetrastes bonasia,,Tetrastes bonasia,tetrastes_bonasia.html,//upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Tetrastes_bonasia.jpg/220px-Tetrastes_bonasia.jpg,images/tetrastes_bonasia,,,,false,Hazel_Grouse
Hen harrier,Least Concern,Animalia,Chordata,Aves,Falconiformes,Accipitridae,Circus,Circus cyaneus,,Circus cyaneus,circus_cyaneus.html,//upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Northern_%28Hen%29_Harrier.jpg/220px-Northern_%28Hen%29_Harrier.jpg,images/circus_cyaneus,,,diurnal,false,Hen_Harrier
Himalayan water shrew,Least Concern,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Chimarrogale,Chimarrogale himalayica,,Chimarrogale himalayica,chimarrogale_himalayica.html,//upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Himalayan_Water_Shrew_area.png/220px-Himalayan_Water_Shrew_area.png,images/chimarrogale_himalayica,kenya|cameroon|congo|japan,,,false,Himalayan_Water_Shrew
Hodgson's bat,Least Concern,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis formosus,,Myotis formosus,myotis_formosus.html,//upload.wikimedia.org/wikipedia/commons/thumb/5/54/VespertilioFormosusFord.jpg/220px-VespertilioFormosusFord.jpg,images/myotis_formosus,,,,false,Hodgson%27s_Bat
Hokkaido red-backed vole,Least Concern,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Myodes,Myodes rex,,Myodes rex,myodes_rex.html,,images/myodes_rex,japan,,,false,Hokkaido_Red-backed_Vole
Ikonnikov's bat,Least Concern,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis ikonnikovi,,Myotis ikonnikovi,myotis_ikonnikovi.html,,images/myotis_ikonnikovi,japan,,,false,Honshu_Myotis
Honshu wolf,Extinct,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,Canis lupus hodophilax,canis_lupus_hodophilax.html,//upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Japanese_Wolf.jpg/250px-Japanese_Wolf.jpg,images/canis_lupus_hodophilax,japan,,,true,Honshu_Wolf
Hooded crane,Vulnerable,Animalia,Chordata,Aves,Gruiformes,Gruidae,Grus,Grus monacha,,Grus monacha,grus_monacha.html,//upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Grus_monacha_-Kyushu%2C_Japan_-three-8.jpg/300px-Grus_monacha_-Kyushu%2C_Japan_-three-8.jpg,images/grus_monacha,japan,,,false,Hooded_Crane
Hooded pitta,Least Concern,Animalia,Chordata,Aves,Passeriformes,Pittidae,Pitta,Pitta sordida,,Pitta sordida,pitta_sordida.html,//upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Pitta_sordida_-_Sri_Phang_Nga.jpg/220px-Pitta_sordida_-_Sri_Phang_Nga.jpg,images/pitta_sordida,guinea|japan,,,false,Hooded_Pitta
Hoopoe,Least Concern,Animalia,Chordata,Aves,Coraciiformes,Upupidae,Upupa,Upupa epops,,Upupa epops,upupa_epops.html,//upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Botbotik.jpg/300px-Botbotik.jpg,images/upupa_epops,kenya|cameroon|ethiopia|south africa|senegal|egypt|madagascar|japan,,,false,Hoopoe
